data,luogo,superficie,id,anno,velocita,sellino,manubrio,diff_percentuale,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12
Dicembre,Cassino,Asfalto,A6,2024,23,20.1,25.3,25.87%,,,,
